ean - SupabaseID + Shopify ID,∞ Shopify Id,prix_achat,produit_en_ligne_nom_du_produit,produit_en_ligne_ddm,produit_en_ligne_stock_actuel,produit_en_ligne_prix_public,produit_en_ligne_rayon,produit_en_ligne_prix_vente,produit_en_ligne_sous_rayon,produit_en_ligne_categorie,quantite_vendue,Date première vente visible
807205114903 - Natures Plus - Kudzu - 60 gélules - 18453 - 10025330868551,10025330868551,€6.75,Kudzu - 60 gélules,1/12/2025,17,€30.09,Hygiène et santé,€21.06,Santé,Compléments alimentaires,3,2025-03-04 04:53
3760311992049 - Le Coq Noir - Crème coco masala équitable bio - 200ml - 18451 - 10025330966855,10025330966855,,Crème coco masala équitable bio - 200ml,16/1/2025,0,€5.50,Épicerie salée,€2.75,Aides culinaires,Crèmerie ,48,2025-03-01 11:18
3760211480097 - Laboratoires De Biarritz - Lait solaire SPF30 bio - 100ml - 18454 - 10025331032391,10025331032391,€4.58,Lait solaire SPF30 bio - 100ml,,6,€20.90,Hygiène et santé,€15.67,Corps,Solaire,13,2025-03-01 17:18
8024046004404 - Bioitalia - Haricots borlotti bio - 400g - 18448 - 10025331163463,10025331163463,€0.45,Haricots borlotti bio - 400g,31/5/2025,437,€1.80,Épicerie salée,€1.35,Conserves/bocaux et plats cuisinés,Légumes,272,2025-03-01 11:50
3770002654620 - LSBV - Pois chiches bio - 500g - 18459 - 10026361880903,10026361880903,€0.81,Pois chiches bio - 500g,30/6/2025,319,€2.90,Épicerie salée,€2.46,Pâtes/riz et légumineuses,Légumineuses,82,2025-03-03 16:35
3760194228839 - Savor et sens - Moutarde à l'ancienne è la crème balsamique XXL - 18456 - 10026361913671,10026361913671,€2.69,Moutarde à l'ancienne è la crème balsamique XXL,25/4/2025,84,€14.95,Épicerie salée,€8.97,Sauces,Ketchup/ mayonnaises/ moutardes,20,2025-03-05 13:51
3017800519486 - Maingourd - Épinards en branche - 380g - 26270 - 10032966336839,10032966336839,€0.33,Épinards en branche - 380g,31/5/2025,1407,€1.25,Épicerie salée,€0.75,Conserves/bocaux et plats cuisinés,Légumes,276,2025-03-05 16:08
3269712401575  - Le Coq Noir - Tartinable de haricots mexicain bio  - 100g - 26281 - 10032966369607,10032966369607,€0.70,Tartinable de haricots mexicain bio  - 100g,4/6/2026,52,€2.50,Épicerie salée,€2.13,Apéritifs,Tartinades,37,2025-03-07 00:43
3469613107037 - La Délicerie - Confiture de fraise moins sucrée - 250g - 26267 - 10032966402375,10032966402375,€1.33,Confiture de fraise moins sucrée - 250g,28/2/2026,94,€4.75,Épicerie sucrée,€4.04,Pâtes à tartiner / Miels / Confitures,Confitures,69,2025-03-06 17:41
3469613107020 - La Délicerie - Confiture figue moins sucrée Bio - 250g - 26269 - 10032966435143,10032966435143,€1.39,Confiture figue moins sucrée Bio - 250g,28/2/2026,144,€4.95,Épicerie sucrée,€4.21,Pâtes à tartiner / Miels / Confitures,Confitures,52,2025-03-08 12:06
3017800519479 - Sans marque - Petits pois - 400g - 26274 - 10032966467911,10032966467911,€0.33,Petits pois - 400g,31/7/2026,1581,€1.25,Épicerie salée,€1.00,Conserves/bocaux et plats cuisinés,Légumes,137,2025-03-07 11:42
3017800519431 - Sans marque - Haricots beurres bio - 330g - 26272 - 10032966566215,10032966566215,€0.38,Haricots beurres bio - 330g,31/8/2025,1139,€1.35,Épicerie salée,€1.15,Pâtes/riz et légumineuses,Légumineuses,376,2025-03-05 16:23
3469671255077 - Le fruit français  - Confiture de myrtille bio - 250g - 26268 - 10032966598983,10032966598983,€1.62,Confiture de myrtille bio - 250g,27/6/2027,118,€5.79,Épicerie sucrée,€4.92,Pâtes à tartiner / Miels / Confitures,Confitures,74,2025-03-06 11:28
3469671255091 - Le fruit français  - Framboise de France bio - 250g - 26271 - 10032966664519,10032966664519,€1.67,Framboise de France bio - 250g,6/10/2026,53,€5.96,Épicerie sucrée,€5.07,Pâtes à tartiner / Miels / Confitures,Confitures,31,2025-03-14 10:39
3770010033622 - Carrés Futés - Citron mandarine - 70g - 26264 - 10032966697287,10032966697287,€1.22,Citron mandarine - 70g,28/2/2026,10,€5.30,Épicerie salée,€3.71,Épices et condiments,Condiments,76,2025-03-08 07:27
3469613107013 - La Délicerie - Confiture d'abricot moins sucrée bio - 250g - 26265 - 10032966762823,10032966762823,€1.39,Confiture d'abricot moins sucrée bio - 250g,28/2/2026,145,€4.95,Épicerie sucrée,€4.21,Pâtes à tartiner / Miels / Confitures,Confitures,59,2025-03-08 12:06
3476130199193 - Soleil des Îles - Huile scintillante Monoï de Tahiti Parfum tiaré - 150 mL - 29622 - 10033836065095,10033836065095,€1.11,Huile scintillante Monoï de Tahiti Parfum tiaré - 150 mL,,31,€8.15,Hygiène et santé,€4.08,Corps,Solaire,29,2025-03-14 10:03
3476130199650 - Soleil des Îles - Brume de lait SPF50 parfum coco - 150 ml - 29621 - 10033836196167,10033836196167,€3.19,Brume de lait SPF50 parfum coco - 150 ml,,116,€13.99,Hygiène et santé,€11.19,Corps,Solaire,4,2025-03-14 11:35
3476130199216 - Soleil des Îles - Huile sèche avec accélérateur de bronzage Monoï parfum tiare SPF30 - 150ml - 29620 - 10033836228935,10033836228935,€1.75,Huile sèche avec accélérateur de bronzage Monoï parfum tiare SPF30 - 150ml,,65,€8.99,Hygiène et santé,€6.29,Corps,Solaire,19,2025-03-14 11:54
3660902009944 - La Pointe de Penmarc'h - Sardines à l'ancienne à poêler au beurre de baratte breton et salicornes de Bretagne - 115g - 34131 - 10033836294471,10033836294471,€1.25,Sardines à l'ancienne à poêler au beurre de baratte breton et salicornes de Bretagne - 115g,31/8/2025,550,€5.00,Épicerie salée,€4.00,Conserves/bocaux et plats cuisinés,Produits de la mer,41,2025-03-12 17:17
3263670000382 - Connétable - Sardines sans arêtes et sans peau - 140g  - 32871 - 10037790998855,10037790998855,€1.20,Sardines sans arêtes et sans peau - 140g ,30/9/2027,212,€3.00,Épicerie salée,€2.70,Conserves/bocaux et plats cuisinés,Produits de la mer,290,2025-03-08 08:55
3263670337518 - Connétable - Thon albacore entier au naturel - 160g - 32868 - 10037791031623,10037791031623,€1.45,Thon albacore entier au naturel - 160g,30/6/2026,144,€3.00,Épicerie salée,€2.70,Conserves/bocaux et plats cuisinés,Produits de la mer,203,2025-03-08 08:35
3476130199179 - Soleil des Îles - Huile sèche parfum coco - 150ml - 33046 - 10037791064391,10037791064391,€1.62,Huile sèche parfum coco - 150ml,,53,€7.85,Hygiène et santé,€5.49,Corps,Solaire,7,2025-03-14 14:23
3476130197106 - Soleil des Îles - Graisse à traire tube sensation peau nue SPF0 - 125ml - 33045 - 10037791097159,10037791097159,€1.11,Graisse à traire tube sensation peau nue SPF0 - 125ml,,25,€7.85,Hygiène et santé,€3.92,Corps,Solaire,35,2025-03-14 17:24
3476130229036 - Soleil des Îles - Pur Monoï de Tahiti Multi-Soins - 150 ml - 33044 - 10037791129927,10037791129927,€1.93,Pur Monoï de Tahiti Multi-Soins - 150 ml,,47,€9.79,Hygiène et santé,€6.85,Corps,Solaire,13,2025-03-26 16:02
3476130199636 - Soleil des Îles - Brume de lait parfum coco SPF30 - 150ml - 33043 - 10037791195463,10037791195463,€2.79,Brume de lait parfum coco SPF30 - 150ml,,119,€13.89,Hygiène et santé,€9.72,Corps,Solaire,1,2025-03-14 11:35
3760322050042 - Soleil des Îles - Baume après-soleil - Parfum tropical - 150 ml - 33042 - 10037791260999,10037791260999,€1.01,Baume après-soleil - Parfum tropical - 150 ml,,49,€5.65,Hygiène et santé,€3.67,Corps,Solaire,23,2025-03-13 12:07
3476130197168 - Soleil des Îles - Graisse a traite tiare SPF0 - 150ml - 33041 - 10037791293767,10037791293767,€1.06,Graisse a traite tiare SPF0 - 150ml,,50,€5.89,Hygiène et santé,€3.83,Corps,Solaire,10,2025-03-15 21:11
3476130199049 - Soleil des Îles - Brume d’huile sèche parfum des îles SPF 0 - 200ml - 33040 - 10037791359303,10037791359303,€2.40,Brume d’huile sèche parfum des îles SPF 0 - 200ml,,56,€11.55,Hygiène et santé,€8.09,Corps,Solaire,4,2025-04-04 14:47
3476130199353 - Soleil des Îles - Spray solaire parfum tiaré SPF50 - 150ml - 33039 - 10037791424839,10037791424839,€2.37,Spray solaire parfum tiaré SPF50 - 150ml,,106,€11.35,Hygiène et santé,€8.51,Corps,Solaire,14,2025-03-23 15:49
3760322050028 - Soleil des Îles - Baume après-soleil à la mangue - 150ml - 33038 - 10037791457607,10037791457607,€1.01,Baume après-soleil à la mangue - 150ml,,100,€8.90,Hygiène et santé,€4.45,Corps,Solaire,10,2025-03-14 16:52
3760322050059 - Soleil des Îles - Gelée après-soleil parfum tropical - 150ml - 33037 - 10037791523143,10037791523143,€1.17,Gelée après-soleil parfum tropical - 150ml,,48,€6.15,Hygiène et santé,€4.00,Corps,Solaire,12,2025-03-14 11:35
3476130197052 - Soleil des Îles - Graisse à traire parfum vanille - 150ml - 33036 - 10037791555911,10037791555911,€1.09,Graisse à traire parfum vanille - 150ml,,53,€5.89,Hygiène et santé,€3.83,Corps,Solaire,7,2025-03-19 14:54
3660902008589 - La Pointe de Penmarc'h - Sardines à l'ancienne à poêler au beurre de baratte et aux épices an oriant - 115g - 32923 - 10037791654215,10037791654215,€1.25,Sardines à l'ancienne à poêler au beurre de baratte et aux épices an oriant - 115g,31/8/2025,270,€5.00,Épicerie salée,€4.00,Conserves/bocaux et plats cuisinés,Produits de la mer,61,2025-03-08 08:55
3476130199155 - Soleil des Îles - Huile seche rea parfum des iles SPF 0- 200ml - 33034 - 10037791752519,10037791752519,€1.62,Huile seche rea parfum des iles SPF 0- 200ml,,41,€7.85,Hygiène et santé,€5.49,Corps,Solaire,19,2025-03-22 20:18
3476130199162 - Soleil des Îles - Huile sèche parfum vanille - 150ml - 33032 - 10037791818055,10037791818055,€1.62,Huile sèche parfum vanille - 150ml,,55,€7.85,Hygiène et santé,€5.49,Corps,Solaire,5,2025-03-14 09:25
3476130199148 - Soleil des Îles - Huile sèche bronzante parfum tiaré SPF20 - 150ml - 33033 - 10037791850823,10037791850823,€1.56,Huile sèche bronzante parfum tiaré SPF20 - 150ml,,66,€8.39,Hygiène et santé,€5.45,Corps,Solaire,18,2025-03-14 11:35
3476130199339 - Soleil des Îles - Spray au monoï parfum tiaré SPF30 - 200ml - 33031 - 10037791883591,10037791883591,€1.98,Spray au monoï parfum tiaré SPF30 - 200ml,,109,€11.25,Hygiène et santé,€7.31,Corps,Solaire,11,2025-03-14 08:34
3476130197182 - Soleil des Îles - Graisse à traire au monoï SPF0 - 150ml - 33030 - 10037791949127,10037791949127,€1.09,Graisse à traire au monoï SPF0 - 150ml,,39,€5.89,Hygiène et santé,€3.83,Corps,Solaire,21,2025-03-14 09:25
3476130197199 - Soleil des Îles - Graisse à traire scintillante parfum tiaré - 150ml - 33029 - 10037791981895,10037791981895,€1.09,Graisse à traire scintillante parfum tiaré - 150ml,,46,€6.55,Hygiène et santé,€3.93,Corps,Solaire,14,2025-03-19 14:54
3476130229272 - Soleil des Îles - Lait hydratant après-soleil bio - 150ml - 33028 - 10037792014663,10037792014663,€1.31,Lait hydratant après-soleil bio - 150ml,,69,€6.59,Hygiène et santé,€4.61,Corps,Solaire,14,2025-03-14 09:25
3770007543738 - SuperNature - Granola Fruits Rouges et cajou Bio- 350g - 40674 - 10038789701959,10038789701959,€1.73,Granola Fruits Rouges et cajou Bio- 350g,5/6/2025,83,€7.95,Épicerie sucrée,€5.96,Petit-déjeuner,Muesli / Granolas,19,2025-03-31 21:04
3760372130183 - SuperNature - Barre choco collagène - 35g - 34361 - 10038789800263,10038789800263,€0.82,Barre choco collagène - 35g,30/11/2025,271,€2.95,Épicerie sucrée,€2.36,Biscuits et gâteaux,Barres de céréales et energy balls,28,2025-03-25 19:02
3760372130190 - SuperNature - Barre protéinée Choconuts bio - 34g - 36259 - 10038789865799,10038789865799,€0.78,Barre protéinée Choconuts bio - 34g,16/10/2025,288,€2.95,Épicerie sucrée,€2.36,Biscuits et gâteaux,Barres de céréales et energy balls,12,2025-03-28 17:44
3760372130329 - SuperNature - Barre protéinée chocolat au lait - 34g - 35379 - 10038789898567,10038789898567,€0.78,Barre protéinée chocolat au lait - 34g,6/12/2025,290,€2.95,Épicerie sucrée,€2.36,Biscuits et gâteaux,Barres de céréales et energy balls,10,2025-03-28 17:44
3476130192224 - Soleil des Îles - Huile en spray au monoï pour corps et cheveux - 150ml - 38427 - 10038789964103,10038789964103,€1.01,Huile en spray au monoï pour corps et cheveux - 150ml,,22,€8.25,Hygiène et santé,€4.13,Corps,Solaire,38,2025-03-14 09:25
3770013238062 - Les Bio Frères - Magnésium bio - 90 comprimés - 41818 - 10045648699719,10045648699719,€6.73,Magnésium bio - 90 comprimés,30/9/2025,17,€25.90,Hygiène et santé,€20.72,Santé,Compléments alimentaires,9,2025-03-17 13:23
3770013238000 - Les Bio Frères - Vitamine B12 goût poire-vanille bio - 120 comprimés - 41817 - 10045648830791,10045648830791,€5.23,Vitamine B12 goût poire-vanille bio - 120 comprimés,30/11/2025,5,€19.90,Hygiène et santé,€15.92,Santé,Compléments alimentaires,10,2025-03-12 21:40
3770013238215 - Les Bio Frères - Vitamine B8 goût agrumes bio - 120 comprimés - 41816 - 10045648863559,10045648863559,€4.98,Vitamine B8 goût agrumes bio - 120 comprimés,30/6/2025,19,€19.90,Hygiène et santé,€14.92,Santé,Compléments alimentaires,5,2025-03-21 13:48
3469631201021 - Folines - Compote pomme orange épices de Noël bio - 120g - 42657 - 10048527302983,10048527302983,€0.46,Compote pomme orange épices de Noël bio - 120g,8/11/2025,162,€1.76,Épicerie sucrée,€1.41,Compotes et desserts,Compotes,66,2025-03-24 19:51
3469631201038 - Folines - Compote pomme miel et pain d'épices - 120g - 42615 - 10048527368519,10048527368519,€0.46,Compote pomme miel et pain d'épices - 120g,29/9/2025,134,€1.76,Épicerie sucrée,€1.41,Compotes et desserts,Compotes,59,2025-03-24 19:51
3770013238048 - Les Bio Frères - Vitamine B12 goût pomme bio - 120 comprimés - 44327 - 10050540110151,10050540110151,€5.23,Vitamine B12 goût pomme bio - 120 comprimés,30/11/2025,6,€19.90,Hygiène et santé,€15.92,Santé,Superaliments,14,2025-03-21 08:48
3077318779109 - La Vinaigrerie du Midi - Vinaigre d'alcool blanc 6% bio - 1L - 44326 - 10050540142919,10050540142919,€0.19,Vinaigre d'alcool blanc 6% bio - 1L,,72,€1.92,Maison,€1.73,Entretien et ménage,Nettoyants surface et sol,139,2025-03-13 18:59
3396410048211 - Evernat - Pain de mie blanc longue conservation bio - 350g - 47306 - 10053078188359,10053078188359,€1.74,Pain de mie blanc longue conservation bio - 350g,7/5/2025,66,€4.50,Épicerie sucrée,€4.05,Petit-déjeuner,Biscottes/ tartines/ pains,6,2025-03-31 18:30
3396410048228 - Evernat - Pain de mie complet longue conservation bio - 350g - 47305 - 10053078221127,10053078221127,€1.74,Pain de mie complet longue conservation bio - 350g,22/5/2025,137,€4.80,Épicerie sucrée,€4.32,Petit-déjeuner,Biscottes/ tartines/ pains,13,2025-04-01 09:34
3396410009618 - Bonneterre - Café moulu du perou pur arabica - 250g - 47303 - 10053078319431,10053078319431,€3.43,Café moulu du perou pur arabica - 250g,31/8/2025,5,€7.60,Boissons,€6.84,Boissons chaudes,Cafés et chicorées,5,2025-03-31 20:31
3396411234859 - Bonneterre - Boudoirs - 125g - 47302 - 10053078384967,10053078384967,€0.98,Boudoirs - 125g,19/5/2025,64,€3.19,Épicerie sucrée,€2.87,Biscuits et gâteaux,Biscuits nature et fruit,24,2025-03-31 18:31
3431590008904 - Danival - Taboulé boulghour menthe basilic bio - 180g - 47300 - 10053078450503,10053078450503,€1.37,Taboulé boulghour menthe basilic bio - 180g,7/9/2025,7,€3.92,Épicerie salée,€3.53,Conserves/bocaux et plats cuisinés,Plats préparés,17,2025-04-01 20:14
3396411223846 - Bonneterre - Sablés citron amandes bio - 150g - 47299 - 10053078483271,10053078483271,€1.37,Sablés citron amandes bio - 150g,18/5/2025,545,€4.41,Épicerie sucrée,€3.53,Biscuits et gâteaux,Biscuits nature et fruit,46,2025-04-01 09:34
3396413705609 - Bonneterre - Mini boisson châtaigne-riz-avoine bio - 200ml - 47298 - 10053078516039,10053078516039,€0.48,Mini boisson châtaigne-riz-avoine bio - 200ml,8/8/2025,742,€1.60,Boissons,€1.44,Jus et boissons végétales,Boissons végétales,50,2025-04-01 22:18
3469631201014 - Folines - Dessert pomme poire amandine - 120g - 48552 - 10055428473159,10055428473159,€0.46,Dessert pomme poire amandine - 120g,8/11/2025,147,€1.76,Épicerie sucrée,€1.41,Compotes et desserts,Compotes,77,2025-03-24 15:57
3469671111021 - Folines - Confiture façon pomme tatin bio - 110g - 48543 - 10055428505927,10055428505927,€0.56,Confiture façon pomme tatin bio - 110g,25/5/2025,49,€2.72,Épicerie sucrée,€1.77,Pâtes à tartiner / Miels / Confitures,Confitures,55,2025-03-31 17:34
3283875212601 - Bias - Confiture raisin figue pomme noix - 260g - 48558 - 10055428571463,10055428571463,€0.61,Confiture raisin figue pomme noix - 260g,20/9/2025,247,€3.97,Épicerie sucrée,€1.99,Pâtes à tartiner / Miels / Confitures,Confitures,129,2025-03-25 14:45
3469611101013 - Folines - Confiture fraise nougat - 110g - 48544 - 10055428604231,10055428604231,€0.56,Confiture fraise nougat - 110g,21/9/2025,81,€2.16,Épicerie sucrée,€1.73,Pâtes à tartiner / Miels / Confitures,Confitures,104,2025-03-24 19:51
3396413715493 - Le Sillon - Noix de pécan d'Afrique du Sud - 125g - 48577 - 10055428636999,10055428636999,€2.45,Noix de pécan d'Afrique du Sud - 125g,30/8/2025,498,€12.26,Épicerie sucrée,€7.97,Fruits secs et séchés,Fruits secs / Oléagineux,30,2025-03-31 20:48
8034105890701 - Centonze - Crème d'olives noires Nocellara del Belice - 180g - 48680 - 10055428702535,10055428702535,€2.63,Crème d'olives noires Nocellara del Belice - 180g,31/3/2025,61,€10.50,Épicerie salée,€5.25,Apéritifs,Tartinades,32,2025-03-25 12:38
3469611101006 - Folines - Confiture saveurs de Noël - 110g - 48546 - 10055428735303,10055428735303,€0.56,Confiture saveurs de Noël - 110g,18/10/2025,248,€2.16,Épicerie sucrée,€1.73,Pâtes à tartiner / Miels / Confitures,Confitures,52,2025-03-24 19:51
3380380089763 - Priméal - Riz basmati cuit à l'indienne bio - 3kg  - 49744 - 10060817891655,10060817891655,€2.43,Riz basmati cuit à l'indienne bio - 3kg ,15/4/2025,3,€35.52,Épicerie salée,€17.76,Pâtes/riz et légumineuses,Riz,8,2025-04-16 10:28
3380380105876 - Priméal - Mix couscous blé pois cassés bio - 3kg - 49743 - 10060817957191,10060817957191,€1.18,Mix couscous blé pois cassés bio - 3kg,18/5/2025,3,€24.68,Épicerie salée,€12.34,Pâtes/riz et légumineuses,Céréales,5,2025-04-15 21:29
3760050654352 - Bio Attitude - Désinfectant sans rinçage - 500mL - 48679 - 10060818121031,10060818121031,€2.00,Désinfectant sans rinçage - 500mL,,235,€7.99,Maison,€6.79,Entretien et ménage,Nettoyants surface et sol,11,2025-04-05 13:28
3380380092787 - Priméal - Pois chiche decortiqué variété dési bio - 5kg - 49740 - 10060818284871,10060818284871,€10.99,Pois chiche decortiqué variété dési bio - 5kg,7/1/2027,3,€35.50,Épicerie salée,€21.30,Pâtes/riz et légumineuses,Légumineuses,0,
3380380101243 - Bisson - Palmier au caramel bio - 100g - 50140 - 10063216836935,10063216836935,€0.85,Palmier au caramel bio - 100g,30/4/2025,216,€2.70,Épicerie sucrée,€2.30,Biscuits et gâteaux,Biscuits nature et fruit,33,2025-04-01 10:47
3380380088889 - Priméal - Pois chiches à la libanaise - 3kg - 51475 - 10063216935239,10063216935239,€3.13,Pois chiches à la libanaise - 3kg,25/2/2025,3,€46.90,Épicerie salée,€23.45,Pâtes/riz et légumineuses,Légumineuses,0,
5200428303485 - Rizes Greece - Mélange pour brochettes Souvlaki - 60g - 52633 - 10065647993159,10065647993159,€1.60,Mélange pour brochettes Souvlaki - 60g,30/6/2027,179,€4.69,Épicerie salée,€4.22,Épices et condiments,Épices et aromates,1,2025-04-21 19:20
3423720002647 - Bio Soleil - Keeny framboise X5 - 160g - 52631 - 10065648320839,10065648320839,€1.20,Keeny framboise X5 - 160g,3/5/2025,91,€3.90,Épicerie sucrée,€3.12,Biscuits et gâteaux,Moelleux et gâteaux,18,2025-04-02 14:06
5200120443595 - Rizes Greece - Crème balsamique aux framboises et grenades - 200 ml - 52630 - 10065648386375,10065648386375,€1.75,Crème balsamique aux framboises et grenades - 200 ml,18/9/2027,236,€5.99,Épicerie salée,€5.09,Huiles et vinaigres,Vinaigres,4,2025-04-09 16:45
5200120443656 - Rizes Greece - Vinaigre balsamique de raisins blancs bio - 250 ml - 52629 - 10065648451911,10065648451911,€1.04,Vinaigre balsamique de raisins blancs bio - 250 ml,23/6/2026,191,€3.99,Épicerie salée,€3.19,Huiles et vinaigres,Vinaigres,13,2025-04-04 20:05
5200428303454 - Rizes Greece - Mélange pour viandes blanches - 55g - 52628 - 10065648484679,10065648484679,€1.60,Mélange pour viandes blanches - 55g,30/6/2027,172,€4.69,Épicerie salée,€4.22,Épices et condiments,Épices et aromates,8,2025-04-05 15:29
3469671200022 - Saveurs & Fruits - Chocopote dessert banane chocolat - 120g - 52822 - 10065648517447,10065648517447,€0.65,Chocopote dessert banane chocolat - 120g,29/8/2025,77,€2.31,Épicerie sucrée,€1.85,Compotes et desserts,Compotes,133,2025-03-24 15:57
3380380092787 - Priméal - Petit épeautre concassé bio - 5kg - 54114 - 10068165558599,10068165558599,€2.35,Petit épeautre concassé bio - 5kg,20/5/2025,3,€62.50,Épicerie salée,€31.25,Pâtes/riz et légumineuses,Céréales,0,
3701283800550 - Greend'oz - Biscuits nappés chocolat carotte et orange bio - 128g - 54069 - 10068165624135,10068165624135,€0.94,Biscuits nappés chocolat carotte et orange bio - 128g,30/9/2025,239,€3.75,Épicerie sucrée,€2.81,Biscuits et gâteaux,Biscuits au chocolat,61,2025-03-31 20:52
3701283800567 - Greend'oz - Biscuits nappés chocolat betterave et fruits rouges bio - 128g - 54094 - 10068165656903,10068165656903,€0.94,Biscuits nappés chocolat betterave et fruits rouges bio - 128g,3/9/2025,246,€3.75,Épicerie sucrée,€2.81,Biscuits et gâteaux,Biscuits au chocolat,54,2025-04-03 10:11
5200428303447 - Rizes Greece - Mélange pour salade grecque - 45G - 53037 - 10071499964743,10071499964743,€1.60,Mélange pour salade grecque - 45G,30/6/2027,174,€4.69,Épicerie salée,€4.22,Conserves/bocaux et plats cuisinés,Légumes,6,2025-04-06 20:19
5200120443519 - Rizes Greece - Crème balsamique bio au miel de thym - 200 ml - 54066 - 10071500095815,10071500095815,€2.00,Crème balsamique bio au miel de thym - 200 ml,5/5/2026,202,€6.99,Épicerie salée,€5.94,Huiles et vinaigres,Vinaigres,2,2025-04-05 22:54
5200428303508 - Rizes Greece - Mélange d'épices pour BBQ - 60g - 54067 - 10071500161351,10071500161351,€1.60,Mélange d'épices pour BBQ - 60g,30/6/2027,172,€4.69,Épicerie salée,€4.22,Épices et condiments,Épices et aromates,8,2025-04-05 15:29
5200428303461 - Rizes Greece - Mélange d'épices pour tzatziki - 60g - 54096 - 10071500194119,10071500194119,€1.70,Mélange d'épices pour tzatziki - 60g,30/6/2027,201,€5.49,Épicerie salée,€4.94,Épices et condiments,Épices et aromates,8,2025-04-05 23:08
3335440231200 - Manoir des abeilles - Nonettes à l'orange et au miel - 96g - 54041 - 10071500325191,10071500325191,€1.03,Nonettes à l'orange et au miel - 96g,15/7/2025,27,€4.50,Épicerie sucrée,€3.15,Biscuits et gâteaux,Moelleux et gâteaux,33,2025-03-31 16:41
5200120443557 - Rizes Greece - Vinaigre balsamique de raisins rouges bio - 250ml - 53051 - 10071500357959,10071500357959,€1.30,Vinaigre balsamique de raisins rouges bio - 250ml,24/6/2026,198,€4.99,Épicerie salée,€3.99,Huiles et vinaigres,Vinaigres,6,2025-04-05 13:28
5200120443564 - Rizes Greece - Vinaigre balsamique bio de raisins blancs - 250 ml - 54042 - 10071500489031,10071500489031,€1.30,Vinaigre balsamique bio de raisins blancs - 250 ml,23/6/2026,201,€4.99,Épicerie salée,€3.99,Huiles et vinaigres,Vinaigres,3,2025-04-07 11:05
3469671200046 - Saveurs & Fruits - Chocopote dessert framboise chocolat blanc - 120g - 53067 - 10071500587335,10071500587335,€0.65,Chocopote dessert framboise chocolat blanc - 120g,30/10/2025,116,€2.31,Épicerie sucrée,€1.85,Compotes et desserts,Compotes,92,2025-03-31 17:34
3423720002388 - Bio Soleil - Cake aux écorces de citron - 410g - 54065 - 10071500620103,10071500620103,€2.11,Cake aux écorces de citron - 410g,25/5/2025,33,€7.65,Épicerie sucrée,€6.50,Biscuits et gâteaux,Moelleux et gâteaux,17,2025-04-01 17:43
5410721447209 - Nicols - Eponges grattante écologique toutes surfaces - Lot de 10 - 59467 - 10077086646599,10077086646599,€0.00,Eponges grattante écologique toutes surfaces - Lot de 10,,61,€2.95,Maison,€2.21,Accessoires ménagers,Éponges et brosses,69,2025-03-31 14:34
5425034300271 - Molleke - Sac poubelle durable orange 30l - 15X - 59230 - 10077086777671,10077086777671,€0.39,Sac poubelle durable orange 30l - 15X,,16,€1.90,Maison,€1.33,Accessoires ménagers,Sacs poubelles,46,2025-03-31 21:04
3168930009078 - Quaker - Flocons d'avoine - 550g - 59259 - 10077086843207,10077086843207,€0.50,Flocons d'avoine - 550g,15/3/2025,671,€2.22,Épicerie sucrée,€1.11,Petit-déjeuner,Flocons/ sons et porridges,225,2025-03-31 18:29
8032793342397 - Pomi - Double concentré de tomates - 210g - 55405 - 10077086875975,10077086875975,€0.46,Double concentré de tomates - 210g,30/8/2025,436,€1.60,Épicerie salée,€1.36,Sauces,Sauces tomate,92,2025-03-31 12:28
"7310070004246 - Brooklyn Defender - Bière blonde IPA 5,5% - 33cl - 59258 - 10077086908743",10077086908743,€0.00,"Bière blonde IPA 5,5% - 33cl",30/3/2025,983,€2.49,Boissons,€1.75,Boissons alcoolisées,Bières,285,2025-03-31 12:28
0000059082682 - Love Beauty and Planet - Déodorant au beurre de Murumuru et rose - 50ml - 59254 - 10077086974279,10077086974279,€0.98,Déodorant au beurre de Murumuru et rose - 50ml,,58,€5.20,Hygiène et santé,€3.90,Corps,Déodorants,20,2025-04-01 10:20
"3431590004012 - Danival - Salade lentille, dés de jambon et moutarde bio - 180g - 56339 - 10077087039815",10077087039815,€1.65,"Salade lentille, dés de jambon et moutarde bio - 180g",28/9/2025,400,€3.99,Épicerie salée,€3.59,Conserves/bocaux et plats cuisinés,Plats préparés,14,2025-04-02 19:17
3168930003380 - Lay's - Chips barbecue - 145g  - 55397 - 10078460313927,10078460313927,€0.20,Chips barbecue - 145g ,1/4/2025,125,€2.33,Épicerie salée,€1.17,Apéritifs,Chips et gâteaux,168,2025-03-31 14:34
3582810924723 - Les Jardins De Gaïa - Rooibos bio Noel en famille - 100g  - 55431 - 10078460412231,10078460412231,€2.08,Rooibos bio Noel en famille - 100g ,31/10/2026,161,€7.45,Boissons,€6.33,Boissons chaudes,Infusions et tisanes,4,2025-04-05 17:05
3176800014015 - Plaisance Bio - Crème dessert bio graines de chia vanille - 40g - 55399 - 10078460641607,10078460641607,€0.60,Crème dessert bio graines de chia vanille - 40g,4/12/2025,115,€2.40,Épicerie sucrée,€1.80,Pâtisserie,Préparations pour dessert,91,2025-03-31 21:04
3662217011506 - Avril - Crayon yeux Vert Camouflage bio - 1g - 54326 - 10078460772679,10078460772679,€1.00,Crayon yeux Vert Camouflage bio - 1g,,21,€4.00,Hygiène et santé,€3.40,Corps,Maquillage et parfums,17,2025-04-01 11:00
